Table,Unit,Variety,Year,Attribute,Value
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2016,Louisiana,10
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2016,Mississippi,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2016,Missouri,12
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2016,North Carolina,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2016,Tennessee,1
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2016,Texas,4
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2016,Other States,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2016,U.S.,4
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2017,Alabama,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2017,Arkansas,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2017,California,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2017,Georgia,4
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2017,Louisiana,4
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2017,Mississippi,8
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2017,Missouri,5
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2017,North Carolina,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2017,Tennessee,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2017,Texas,5
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2017,Other States,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2017,U.S.,5
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2018,Alabama,1
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2018,Arkansas,9
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2018,California,6
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2018,Georgia,1
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2018,Louisiana,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2018,Mississippi,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2018,Missouri,6
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2018,North Carolina,1
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2018,Tennessee,1
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2018,Texas,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2018,Other States,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2018,U.S.,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2019,Alabama,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2019,Arkansas,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2019,California,10
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2019,Georgia,1
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2019,Louisiana,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2019,Mississippi,1
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2019,Missouri,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2019,North Carolina,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2019,Tennessee,1
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2019,Texas,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2019,Other States,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2019,U.S.,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2020,Alabama,4
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2020,Arkansas,12
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2020,California,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2020,Georgia,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2020,Louisiana,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2020,Mississippi,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2020,Missouri,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2020,North Carolina,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2020,Tennessee,1
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2020,Texas,5
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2020,Other States,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only                                           ,2020,U.S.,5
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2000,Alabama,.
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2000,Arkansas,23
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2000,California,17
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2000,Georgia,32
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2000,Louisiana,13
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2000,Mississippi,13
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2000,Missouri,.
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2000,North Carolina,29
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2000,Tennessee,.
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2000,Texas,33
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2000,Other States,21
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2000,U.S.,26
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2001,Alabama,.
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2001,Arkansas,29
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2001,California,27
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2001,Georgia,43
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2001,Louisiana,14
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2001,Mississippi,15
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2001,Missouri,.
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2001,North Carolina,37
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2001,Tennessee,.
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2001,Texas,35
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2001,Other States,33
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2001,U.S.,32
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2002,Alabama,.
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2002,Arkansas,37
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2002,California,26
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2002,Georgia,55
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2002,Louisiana,9
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2002,Mississippi,22
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2002,Missouri,.
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2002,North Carolina,27
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2002,Tennessee,.
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2002,Texas,40
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2002,Other States,35
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2002,U.S.,36
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2003,Alabama,.
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2003,Arkansas,25
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2003,California,27
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2003,Georgia,32
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2003,Louisiana,15
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2003,Mississippi,16
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2003,Missouri,.
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2003,North Carolina,29
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2003,Tennessee,.
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2003,Texas,39
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2003,Other States,32
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2003,U.S.,32
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2004,Alabama,.
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2004,Arkansas,15
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2004,California,39
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2004,Georgia,23
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2004,Louisiana,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2004,Mississippi,23
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2004,Missouri,.
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2004,North Carolina,27
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2004,Tennessee,.
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2004,Texas,40
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2004,Other States,24
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2004,U.S.,30
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2005,Alabama,28
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2005,Arkansas,12
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2005,California,40
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2005,Georgia,11
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2005,Louisiana,10
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2005,Mississippi,23
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2005,Missouri,59
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2005,North Carolina,24
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2005,Tennessee,8
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2005,Texas,35
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2005,Other States,24
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2005,U.S.,27
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2006,Alabama,25
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2006,Arkansas,21
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2006,California,40
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2006,Georgia,13
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2006,Louisiana,13
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2006,Mississippi,22
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2006,Missouri,40
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2006,North Carolina,19
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2006,Tennessee,10
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2006,Texas,34
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2006,Other States,24
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2006,U.S.,26
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2007,Alabama,25
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2007,Arkansas,16
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2007,California,51
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2007,Georgia,10
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2007,Louisiana,11
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2007,Mississippi,19
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2007,Missouri,63
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2007,North Carolina,16
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2007,Tennessee,17
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2007,Texas,36
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2007,Other States,20
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2007,U.S.,28
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2008,Alabama,15
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2008,Arkansas,4
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2008,California,45
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2008,Georgia,5
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2008,Louisiana,6
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2008,Mississippi,13
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2008,Missouri,68
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2008,North Carolina,14
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2008,Tennessee,14
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2008,Texas,31
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2008,Other States,20
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2008,U.S.,23
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2009,Alabama,18
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2009,Arkansas,5
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2009,California,54
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2009,Georgia,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2009,Louisiana,10
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2009,Mississippi,16
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2009,Missouri,29
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2009,North Carolina,13
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2009,Tennessee,10
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2009,Texas,31
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2009,Other States,17
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2009,U.S.,23
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2010,Alabama,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2010,Arkansas,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2010,California,56
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2010,Georgia,8
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2010,Louisiana,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2010,Mississippi,9
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2010,Missouri,47
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2010,North Carolina,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2010,Tennessee,8
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2010,Texas,27
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2010,Other States,16
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2010,U.S.,20
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2011,Alabama,4
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2011,Arkansas,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2011,California,46
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2011,Georgia,6
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2011,Louisiana,6
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2011,Mississippi,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2011,Missouri,47
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2011,North Carolina,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2011,Tennessee,6
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2011,Texas,19
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2011,Other States,16
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2011,U.S.,15
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2012,Alabama,11
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2012,Arkansas,12
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2012,California,43
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2012,Georgia,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2012,Louisiana,9
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2012,Mississippi,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2012,Missouri,32
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2012,North Carolina,8
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2012,Tennessee,6
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2012,Texas,22
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2012,Other States,11
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2012,U.S.,17
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2013,Alabama,4
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2013,Arkansas,13
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2013,California,40
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2013,Georgia,10
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2013,Louisiana,16
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2013,Mississippi,12
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2013,Missouri,54
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2013,North Carolina,5
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2013,Tennessee,5
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2013,Texas,17
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2013,Other States,9
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2013,U.S.,15
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2014,Alabama,6
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2014,Arkansas,12
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2014,California,28
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2014,Georgia,4
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2014,Louisiana,11
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2014,Mississippi,11
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2014,Missouri,27
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2014,North Carolina,5
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2014,Tennessee,5
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2014,Texas,15
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2014,Other States,8
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2014,U.S.,12
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2015,Alabama,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2015,Arkansas,12
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2015,California,35
